property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,utility_shift,utility_shift,mRS shift,mRS shift,mRS 0-2,mRS 0-2
scenario,,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornwall 068C,E01018999,34.8,TR13LQ,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,114.8,0,144.8,0,250.4,0,310.4,0,-0.3856165105961167,0.0,0.08038870482088173,0.0,0.3493072761280631,0.0,4.333333333,0.0005567690264679429,101.4,PL68DH,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,181.4,0,211.4,0,,,,,-0.3545478399028681,0.0,0.06669668973640508,0.0,0.6529167369980616,0.0,4.333333333,0.0006123987186263426,0.01369201508447665,0.0,-0.03106867069324859,0.0,-0.3036094608699985,0.0
Cornwall 068D,E01019001,36.9,TR13LQ,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,116.9,0,146.9,0,,,,,-0.4989420215832505,0.0,0.09208123629902554,0.0,0.6803535248515594,0.0,4.333333333,0.0005567690264679429,102.5,PL68DH,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,182.5,0,212.5,,,,,,-0.35205756389684706,,0.0662537550412231,,0.6524392369431398,,4.333333333,0.0006123987186263426,0.02582748125780243,0.0,-0.14688445768640346,0.0,0.027914287908419655,0.0
Cornwall 069A,E01018992,44.5,TR13LQ,1,2.333333333,0.00029979870653989467,30,,60,,80,,124.5,,,,,,,,,,,,,,2.333333333,0.00029979870653989467,110.0,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,190.0,0,,,,,,,,,,,,,2.333333333,0.0003297531561616733,,,,,,
Cornwall 069B,E01018993,45.5,TR13LQ,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,125.5,0,155.5,0,261.1,0,321.1,0,-0.35293799299207507,0.0,0.07410970389607463,0.0,0.34274958334004846,0.0,2.666666667,0.0003426270932802261,111.1,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,191.1,0,221.1,0,,,221.1,,-0.4442476138526395,0.19345227080731017,0.08647792792366042,0.04104693665340077,0.5678209168753169,0.14007895800796485,2.666666667,0.00037686075,-0.012368224027585792,0.04104693665340077,0.09130962086056443,0.19345227080731017,-0.22507133353526843,0.14007895800796485
Cornwall 069C,E01019005,47.7,TR13LQ,1,3.0,0.00038545547989207247,30,0,60,0,80,0,127.7,0,157.7,,263.3,,323.3,,-0.3462486185313569,,0.07282262735517203,,0.34140858303846355,,3.0,0.00038545547989207247,114.3,PL68DH,1,3.0,0.00042396834369700395,30,,60,,80,,194.3,,,,,,,,,,,,,,3.0,0.00042396834369700395,,,,,,
Cornwall 070A,E01019000,38.0,TR13LQ,1,4.0,0.0005139406398560967,30,0,60,0,80,0,118.0,0,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,4.0,0.0005139406398560967,103.5,PL68DH,1,4.0,0.0005652911249293386,30,0,60,0,80,0,183.5,0,213.5,0,,,,,-0.34979291086628583,0.0,0.0658508009390899,0.0,0.6520048797777526,0.0,4.0,0.0005652911249293386,0.02580737073329542,0.0,-0.14671478118160408,0.0,0.027890385423365527,0.0
Cornwall 070B,E01019002,43.4,TR13LQ,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,123.4,0,153.4,,,,,,-0.4845424924314452,,0.08957627910778976,,0.6776405995528504,,3.666666667,0.00047111225324425026,108.9,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,188.9,0,218.9,0,,,,,-0.33755125550674947,0.0,0.0636701493222297,0.0,0.6496549949997078,0.0,3.666666667,0.0005181835312323347,0.02590612978556006,0.0,-0.14699123692469573,0.0,0.027985604553142585,0.0
Cornwall 070C,E01019003,39.1,TR13LQ,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,119.1,0,149.1,0,254.7,0,314.7,0,-0.433263834686899,0.07021560787019715,0.08454817621233904,0.007721001788015779,0.5130507869743586,0.1921258549907326,2.666666667,0.0003426270932802261,104.6,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,184.6,0,214.6,0,,,214.6,0.0,-0.6887931657548956,0.0,0.13783165730507385,0.0,0.4103243610734249,0.0,2.666666667,0.00037686075,-0.053283481092734813,0.007721001788015779,0.2555293310679966,0.07021560787019715,0.10272642590093367,0.1921258549907326
Cornwall 070D,E01019004,39.1,TR13LQ,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,119.1,0,149.1,0,254.7,0,314.7,0,-0.3724553345291417,0.0,0.0778615925212523,0.0,0.3466649158285789,0.0,4.333333333,0.0005567690264679429,104.6,PL68DH,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,184.6,0,214.6,0,,,214.6,0.0,-0.5749624279353349,0.19716062136653117,0.11369018383966496,0.04181425861166408,0.4907251723079968,0.13925829002803308,4.333333333,0.0006123987186263426,-0.035828591318412664,0.04181425861166408,0.20250709340619322,0.19716062136653117,-0.1440602564794179,0.13925829002803308
Cornwall 071A,E01018882,31.6,TR13LQ,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,111.6,0,141.6,0,247.2,,307.2,,-0.4530462387821328,0.08147331637513892,0.08819367446019041,0.008373685485946329,0.5169181671893586,0.2342481375000978,1.333333333,0.00017131354657587048,92.8,PL68DH,1,1.333333333,0.0001884303749293386,30,,60,,80,,172.8,,202.8,,,,202.8,,-0.7274334587700801,,0.14503242954516882,,0.4180785836510275,,1.333333333,0.0001884303749293386,-0.056838755084978404,0.008373685485946329,0.27438721998794735,0.08147331637513892,0.09883958353833106,0.2342481375000978
Cornwall 071B,E01018883,30.5,TR13LQ,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,91.7,PL68DH,1,1.333333333,0.0001884303749293386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornwall 071C,E01018884,31.6,TR13LQ,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,111.59999999999998,0,141.6,0,247.2,,307.2,,-0.4530462387821328,0.08147331637513892,0.08819367446019041,0.008373685485946329,0.5169181671893586,0.2342481375000978,2.666666667,0.0003426270932802261,92.8,PL68DH,1,2.666666667,0.00037686075,,,,,,,,,,,,,,,,,,,,,,,,0.008373685485946329,,0.08147331637513892,,0.2342481375000978
Cornwall 071D,E01018885,31.6,TR13LQ,1,6.0,0.0007709109597841449,30,0,60,0,80,0,111.6,0,141.6,0,247.2,0,307.2,0,-0.47224968361367203,0.0594996976178915,0.09016737105706908,0.006115275240141884,0.5721309826915713,0.1710706519498338,6.0,0.0007709109597841449,92.8,PL68DH,1,6.0,0.0008479366873940079,30,0,60,0,80,0,172.8,0,202.8,0,,,202.8,0.0,-0.47497141482731425,0.1724644089703367,0.09154371489293577,0.03653974837172626,0.5884790665344486,0.11640569057347713,6.0,0.0008479366873940079,-0.0013763438358666835,0.037047939245412345,0.00272173121364222,0.1824395417065831,-0.016348083842877337,0.20691895214414094
Cornwall 071E,E01018886,31.6,TR13LQ,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,111.6,0,,,,,,,,,,,,,3.333333333,0.0004282838665039188,92.8,PL68DH,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,172.8,0,202.8,,,,,,-0.3739865972502079,,0.07014822903204254,,0.656639259687817,,3.333333333,0.00047107593739400795,,,,,,
Cornwall 071F,E01018887,31.6,TR13LQ,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,111.6,0,141.6,,247.2,,307.2,,-0.39543590428751507,,0.0822725846695544,,0.3512797206827206,,1.666666667,0.000214141933316202,92.8,PL68DH,1,1.666666667,0.00023553796876766536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornwall 071G,E01018888,31.6,TR13LQ,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,111.6,0,141.6,0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,4.666666667,0.0005995974132082745,92.8,PL68DH,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,172.8,0,,,,,,,,,,,,,4.666666667,0.0006595063124646694,,0.0,,0.0,,0.0
Cornwall 072A,E01018861,35.9,TR13LQ,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,115.90000000000002,0,145.9,0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,5.333333333,0.000685254186431967,97.1,PL68DH,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,177.1,0,207.1,0,,,207.1,,-0.43408336515205975,0.15609838331019216,0.08322116813479517,0.033085257395919325,0.6068738936733035,0.1071221386898334,5.333333333,0.0007537214998586772,0.009244370903020452,0.033085257395919325,-0.0670707892307642,0.15609838331019216,0.0738959288487131,0.1071221386898334
Cornwall 072B,E01018862,39.1,TR13LQ,1,3.0,0.00038545547989207247,30,,60,,80,,119.1,,149.1,,,,,,-0.4940723348446563,,0.09123475990342578,,0.6794366581201382,,3.0,0.00038545547989207247,100.3,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,180.3,0,210.3,,,,210.3,,-0.7028418766203881,,0.14045310305068015,,0.41314510865618503,,3.0,0.00042396834369700395,-0.04921834314725437,,0.20876954177573182,,0.26629154946395317,
Cornwall 072C,E01018905,32.6,TR13LQ,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,112.59999999999998,0,142.6,0,248.2,0,308.2,0,-0.43105940775505164,0.06702059542082724,0.08569961796608616,0.006955985726002314,0.461155707589658,0.19137936048450327,2.666666667,0.0003426270932802261,97.1,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,177.1,0,207.1,,,,,,-0.3642740459001781,,0.06842499121672452,,0.654780370474429,,2.666666667,0.00037686075,0.017274626749361643,0.006955985726002314,-0.06678536185487355,0.06702059542082724,-0.19362466288477104,0.19137936048450327
Cornwall 072D,E01018906,34.8,TR13LQ,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,,96.0,PL68DH,1,0.666666667,9.42151875353307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornwall 072E,E01018907,34.8,TR13LQ,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,114.8,0,144.8,0,250.4,,310.4,,-0.44460151254786373,0.08341738973676416,0.08663832250361261,0.008838294086564731,0.5152673466510975,0.2347029825460706,2.333333333,0.00029979870653989467,96.0,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,176.0,0,206.0,0,,,206.0,,-0.4834824428145447,0.20216927534636348,0.0936033726460146,0.042845862766487504,0.5754947585580185,0.13815113519790878,2.333333333,0.0003297531561616733,-0.0069650501424019795,0.04374795307857598,0.03888093026668099,0.21870271329951288,-0.060227411906920936,0.27234394829423325
Cornwall 073A,E01018881,44.5,TR13LQ,1,4.0,0.0005139406398560967,30,0,60,0,80,0,124.5,0,154.5,0,,,,,-0.4821021292411498,0.0,0.08915116714130944,0.0,0.6771802959911961,0.0,4.0,0.0005139406398560967,105.7,PL68DH,1,4.0,0.0005652911249293386,30,0,60,0,80,0,185.7,0,215.69999999999996,0,,,215.7,0.0,-0.5717395367211087,0.19652837555371167,0.11309547638726751,0.04168364964709144,0.49008527681976916,0.1393981576364844,4.0,0.0005652911249293386,-0.02394430924595807,0.04168364964709144,0.08963740747995885,0.19652837555371167,0.18709501917142696,0.1393981576364844
Cornwall 073B,E01018902,39.1,TR13LQ,1,1.0,0.00012848515996402416,30,,60,,80,,119.1,,149.1,,,,,,-0.4940723348446563,,0.09123475990342578,,0.6794366581201382,,1.0,0.00012848515996402416,100.3,PL68DH,1,1.0,0.00014132278123233464,30,,60,,80,,180.3,,210.3,,,,,,-0.357037231273003,,0.0671392943105773,,0.6533939295420088,,1.0,0.00014132278123233464,0.024095465592848475,,-0.13703510357165327,,0.026042728578129393,
Cornwall 073C,E01018903,35.9,TR13LQ,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,115.9,0,145.9,0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,1.333333333,0.00017131354657587048,97.1,PL68DH,1,1.333333333,0.0001884303749293386,30,,60,,80,,177.1,,,,,,,,,,,,,,1.333333333,0.0001884303749293386,,0.0,,0.0,,0.0
Cornwall 073D,E01018904,42.3,TR13LQ,1,5.666666667,0.0007280825731722986,30,0,60,0,80,0,122.3,0,152.3,0,257.9,,317.9,,-0.44554989157303443,0.07176224164677465,0.08532877381857185,0.00809261154622445,0.5669685774333827,0.19248623801673712,5.666666667,0.0007280825731722986,103.5,PL68DH,1,5.666666667,0.000800829093697004,30,0,60,0,80,0,183.5,0,213.5,0,,,,,-0.34979291086628583,0.0,0.0658508009390899,0.0,0.6520048797777526,0.0,5.666666667,0.000800829093697004,0.019477972879481942,0.00809261154622445,-0.0957569807067486,0.07176224164677465,-0.08503630234436987,0.19248623801673712
Cornwall 073E,E01018920,46.6,TR13LQ,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,126.6,0,,,,,,,,,,,,,2.333333333,0.00029979870653989467,107.8,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,187.8,0,,,,,,,,,,,,,2.333333333,0.0003297531561616733,,,,,,
Cotswold 002A,E01022177,39.1,GL13NN,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,119.09999999999998,0,149.1,,225.7,,285.7,,-0.4619639708519614,,0.09499899842387882,,0.36466135001559274,,4.333333333,0.0005567690264679429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 002B,E01022178,42.3,GL13NN,1,2.333333333,0.00029979870653989467,30,,60,,80,,122.3,,,,,,,,,,,,,,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 002C,E01022205,42.3,GL13NN,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,122.3,0,152.3,0,228.9,,288.9,,-0.4694914386801836,0.02473516432117603,0.09154923590924663,0.0021894721945914736,0.5203781653677311,0.22305314783610197,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021894721945914736,,0.02473516432117603,,0.22305314783610197
Cotswold 003A,E01022180,35.9,GL13NN,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,115.9,0,145.9,0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,3.333333333,0.0004282838665039188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Cotswold 003B,E01022181,35.9,GL13NN,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,115.90000000000002,0,145.9,0,222.5,0,282.5,0,-0.4865512036673145,0.01686203505312442,0.09468430701643354,0.002562012579448755,0.5237207304762784,0.1813446711371865,4.333333333,0.0005567690264679429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002562012579448755,,0.01686203505312442,,0.1813446711371865
Cotswold 003D,E01022222,38.0,GL13NN,1,4.0,0.0005139406398560967,30,0,60,0,80,0,118.0,0,148.0,0,224.6,0,284.6,0,-0.4653936604489406,0.0,0.0956532439421976,0.0,0.3653518583371406,0.0,4.0,0.0005139406398560967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Cotswold 004A,E01022186,26.2,GL13NN,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,106.2,0,136.2,0,212.8,,272.8,,-0.5124553296570247,0.014300397286612443,0.09943404828443736,0.004604274281639742,0.5287931924070204,0.220616887008705,3.333333333,0.0004282838665039188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004604274281639742,,0.014300397286612443,,0.220616887008705
Cotswold 004B,E01022187,27.3,GL13NN,1,3.0,0.00038545547989207247,30,0,60,0,80,0,107.3,0,,,,,,,,,,,,,3.0,0.00038545547989207247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 004C,E01022201,21.9,GL13NN,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,52.0,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,132.0,0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,2.333333333,0.0003297531561616733,,,,,,
Cotswold 004D,E01022216,25.1,GL13NN,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,105.1,0,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,2.666666667,0.0003426270932802261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 005A,E01022175,31.6,SN36BB,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,111.6,0,141.6,0,221.4,,281.4,,-0.4988994750151476,0.020363891538676033,0.0952625673941157,0.0019880533612642794,0.5774923265678412,0.1819766833669697,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019880533612642794,,0.020363891538676033,,0.1819766833669697
Cotswold 005B,E01022207,28.4,SN36BB,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,108.4,0,138.4,,218.2,,278.2,,-0.48539822974424407,,0.09946556249699445,,0.3693802770268837,,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 005C,E01022213,30.5,GL13NN,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,110.5,0,140.5,0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Cotswold 005D,E01022215,40.2,GL13NN,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,120.2,0,,,,,,,,,,,,,3.333333333,0.0004282838665039188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 006A,E01022188,26.2,SN36BB,1,2.0,0.00025697031992804833,30,,60,,80,,106.2,,136.2,,216.0,,276.0,,-0.4922945018795124,,0.10077830100292745,,0.37076929281305876,,2.0,0.00025697031992804833,54.1,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,134.1,0,164.1,,,,164.1,,-0.8560612419124594,,0.16878510297924149,,0.44377567735418716,,2.0,0.0002826455624646693,-0.06800680197631404,,0.36376674003294696,,-0.0730063845411284,
Cotswold 006B,E01022189,26.2,SN36BB,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,106.2,0,136.2,0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,1.333333333,0.00017131354657587048,54.1,BS105NB,1,1.333333333,0.0001884303749293386,30,,60,,80,,134.1,,164.1,,,,,,-0.4607617527191552,,0.0854264631431253,,0.6731485822047355,,1.333333333,0.0001884303749293386,0.01075187157432178,0.0,-0.06180548483289483,0.0,0.011644307050406533,0.0
Cotswold 006C,E01022190,27.3,SN36BB,1,1.333333333,0.00017131354657587048,30,,60,,80,,107.3,,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 006D,E01022196,27.3,SN36BB,1,1.0,0.00012848515996402416,30,0,60,0,80,0,107.3,0,137.3,0,217.1,,277.1,,-0.5044940764812644,0.02213098562273717,0.0979402250222079,0.003085197618776814,0.5272062786318465,0.2222178696597953,1.0,0.00012848515996402416,55.2,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,135.2,,,,,,,,,,,,,,1.0,0.00014132278123233464,,0.003085197618776814,,0.02213098562273717,,0.2222178696597953
Cotswold 006E,E01022197,27.3,GL13NN,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,107.3,0,137.3,,213.9,,273.9,,-0.4988867029969599,,0.10203242848973287,,0.37209716879534843,,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 007A,E01022194,26.2,SN36BB,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,106.2,0,136.2,0,216.0,,276.0,,-0.5074308697157812,0.02140605667911926,0.09847831786018726,0.0032526673536926653,0.5277810910341004,0.2220482144967849,3.333333333,0.0004282838665039188,53.1,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,133.1,0,163.1,0,,,,,-0.4629882529293985,0.0,0.08581567558937442,0.0,0.6735697612155166,0.0,3.333333333,0.00047107593739400795,0.012662642270812846,0.0032526673536926653,-0.04444261678638273,0.02140605667911926,-0.14578867018141617,0.2220482144967849
Cotswold 007B,E01022195,27.3,SN36BB,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,107.3,0,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,2.333333333,0.00029979870653989467,53.1,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,133.1,0,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,2.333333333,0.0003297531561616733,0.009942985275295801,,-0.05715479356004538,,0.010768279953599524,
Cotswold 007C,E01022199,26.2,SN36BB,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,106.2,0,136.2,0,216.0,,276.0,,-0.5149990536339156,0.015136367836268816,0.09732832628881717,0.002299983142740185,0.6062869901446213,0.15701179822104164,4.333333333,0.0005567690264679429,53.1,BS105NB,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,133.1,0,163.1,0,,,163.1,,-0.6612053430079765,0.2803212970832545,0.12760843919840528,0.05910389310494419,0.5590070341951638,0.16201616229462937,4.333333333,0.0006123987186263426,-0.03028011290958811,0.05914862722513142,0.14620628937406088,0.2807296550592991,0.04727995594945744,0.2256145864639181
Cotswold 007D,E01022200,26.2,SN36BB,1,3.0,0.00038545547989207247,30,,60,,80,,106.2,,136.2,,216.0,,276.0,,-0.4922945018795124,,0.10077830100292745,,0.37076929281305876,,3.0,0.00038545547989207247,53.1,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,133.1,0,163.1,0,,,,,-0.4629882529293985,0.0,0.08581567558937442,0.0,0.6735697612155166,0.0,3.0,0.00042396834369700395,0.014962625413553032,0.0,-0.02930624895011391,0.0,-0.30280046840245783,0.0
Cotswold 008A,E01022191,27.3,SN36BB,1,0.333333333,4.2828386611846335e-05,30,0,60,0,80,0,107.3,0,137.3,,217.1,,277.1,,-0.488845106473085,,0.10012178917974557,,0.37007451609457687,,0.333333333,4.2828386611846335e-05,52.0,BS105NB,1,0.333333333,4.710759369700396e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 008B,E01022192,27.3,SN36BB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,,52.0,BS105NB,1,0.666666667,9.42151875353307e-05,30,,60,,80,,132.0,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05,,,,,,
Cotswold 008C,E01022193,27.3,SN36BB,1,1.333333333,0.00017131354657587048,30,,60,,80,,107.3,,,,,,,,,,,,,,1.333333333,0.00017131354657587048,53.1,BS105NB,1,1.333333333,0.0001884303749293386,30,,60,,80,,133.1,,,,,,,,,,,,,,1.333333333,0.0001884303749293386,,,,,,
Cotswold 008D,E01022198,25.1,SN36BB,1,3.333333333,0.0004282838665039188,30,,60,,80,,105.1,,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,3.333333333,0.0004282838665039188,52.0,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,132.0,0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,3.333333333,0.00047107593739400795,0.010354177025566291,,-0.05955391478100114,,0.011214648536734262,
Cotswold 008E,E01022225,26.2,SN36BB,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,106.2,0,136.2,0,216.0,,276.0,,-0.5149990536339156,0.015136367836268816,0.09732832628881717,0.0022999831427401862,0.6062869901446212,0.1570117982210416,4.666666667,0.0005995974132082745,53.1,BS105NB,1,4.666666667,0.0006595063124646694,30,,60,,80,,133.1,,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,4.666666667,0.0006595063124646694,0.011512650699442753,0.0022999831427401862,-0.052010800704517135,0.015136367836268816,-0.06728277107089542,0.1570117982210416
Cotswold 009A,E01022202,32.6,SN36BB,1,1.333333333,0.00017131354657587048,30,,60,,80,,112.6,,142.6,,,,,,-0.5084481253699789,,0.09373169842885942,,0.6821415581757908,,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotswold 009B,E01022203,29.4,SN36BB,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,109.40000000000002,0,139.4,0,219.2,,279.2,,-0.5044303773025199,0.019194141673064245,0.09626074336651803,0.002259025558625862,0.5785623491313134,0.1817031541380795,3.333333333,0.0004282838665039188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002259025558625862,,0.019194141673064245,,0.1817031541380795
Cotswold 009C,E01022204,28.4,SN36BB,1,3.0,0.00038545547989207247,30,0,60,0,80,0,108.40000000000002,0,138.4,0,218.2,0,278.2,0,-0.504789972597442,0.017702158316726724,0.0969894073577882,0.0022604100427093465,0.5580818146423343,0.17226014797981992,3.0,0.00038545547989207247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022604100427093465,,0.017702158316726724,,0.17226014797981992
Cotswold 009D,E01022208,24.1,SN36BB,1,2.0,0.00025697031992804833,30,0,60,0,80,0,104.09999999999998,0,,,,,,,,,,,,,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
